id_subsistema,nom_subsistema,din_instante,val_cmomediasemanal,val_cmoleve,val_cmomedia,val_cmopesada
SE,SUDESTE,2017-07-07,230.24,227.32,231.89,231.95
SE,SUDESTE,2017-07-14,253.57,249.35,255.98,255.99
SE,SUDESTE,2017-07-21,270.71,263.88,274.6,274.6
SE,SUDESTE,2017-07-28,273.23,267.29,276.56,276.92
SE,SUDESTE,2017-08-04,514.12,504.81,519.43,519.43
SE,SUDESTE,2017-08-11,549.19,535.49,557.0,557.0
SE,SUDESTE,2017-08-18,519.43,504.81,527.49,529.15
SE,SUDESTE,2017-08-25,505.86,491.81,513.87,513.87
SE,SUDESTE,2017-09-01,445.86,438.9,449.82,449.82
SE,SUDESTE,2017-09-08,489.85,480.61,496.95,496.95
SE,SUDESTE,2017-09-15,599.9,581.7,610.28,610.28
SE,SUDESTE,2017-09-22,672.73,653.41,683.75,683.75
SE,SUDESTE,2017-09-29,725.7,705.45,737.24,737.24
SE,SUDESTE,2017-10-06,709.9,698.14,716.61,716.61
SE,SUDESTE,2017-10-13,690.75,673.47,704.02,704.02
SE,SUDESTE,2017-10-20,860.84,838.33,873.47,873.47
SE,SUDESTE,2017-10-27,860.45,841.55,871.23,871.23
SE,SUDESTE,2017-11-03,823.16,811.79,831.9,831.9
SE,SUDESTE,2017-11-10,479.88,456.44,493.24,493.24
SE,SUDESTE,2017-11-17,476.84,470.29,481.88,481.88
SE,SUDESTE,2017-11-24,446.07,438.88,450.17,450.17
SE,SUDESTE,2017-12-01,204.32,201.73,205.8,205.8
SE,SUDESTE,2017-12-08,216.24,213.86,217.6,217.6
SE,SUDESTE,2017-12-15,212.42,209.48,214.1,214.1
SE,SUDESTE,2017-12-22,273.61,270.02,275.65,275.65
SE,SUDESTE,2017-12-29,241.14,240.41,241.7,241.7
SE,SUDESTE,2018-01-05,178.62,176.35,180.37,180.37
SE,SUDESTE,2018-01-12,160.1,155.72,162.59,162.59
SE,SUDESTE,2018-01-19,142.22,138.61,144.28,144.28
SE,SUDESTE,2018-01-26,172.05,163.27,177.06,177.06
SE,SUDESTE,2018-02-02,157.33,147.51,162.93,162.93
SE,SUDESTE,2018-02-09,163.2,155.33,167.69,167.69
SE,SUDESTE,2018-02-16,150.57,146.43,153.75,153.75
SE,SUDESTE,2018-02-23,197.74,192.97,200.43,200.43
SE,SUDESTE,2018-03-02,195.56,189.75,198.88,198.88
SE,SUDESTE,2018-03-09,222.56,217.88,225.23,225.23
SE,SUDESTE,2018-03-16,234.52,228.62,237.88,237.88
SE,SUDESTE,2018-03-23,218.23,213.79,220.76,220.76
SE,SUDESTE,2018-03-30,226.96,222.07,230.71,230.71
SE,SUDESTE,2018-04-06,17.71,0.0,27.81,27.81
SE,SUDESTE,2018-04-13,84.59,80.59,86.87,86.87
SE,SUDESTE,2018-04-20,119.18,114.7,121.73,121.73
SE,SUDESTE,2018-04-27,133.41,129.12,136.71,136.71
SE,SUDESTE,2018-05-04,219.51,214.0,223.64,224.26
SE,SUDESTE,2018-05-11,291.87,280.39,298.42,298.42
SE,SUDESTE,2018-05-18,306.37,294.32,313.24,313.24
SE,SUDESTE,2018-05-25,323.54,311.91,330.17,330.17
SE,SUDESTE,2018-06-01,411.43,396.99,422.52,422.52
SE,SUDESTE,2018-06-08,431.97,399.7,450.36,450.36
SE,SUDESTE,2018-06-15,466.08,450.86,474.64,475.36
SE,SUDESTE,2018-06-22,471.15,457.46,478.95,478.95
SE,SUDESTE,2018-06-29,515.05,505.34,520.58,520.58
SE,SUDESTE,2018-07-06,517.64,506.58,523.95,523.95
SE,SUDESTE,2018-07-13,543.75,536.22,548.04,548.04
SE,SUDESTE,2018-07-20,588.3,577.71,594.33,594.33
SE,SUDESTE,2018-07-27,603.83,588.65,612.48,612.48
SE,SUDESTE,2018-08-03,763.77,752.03,770.47,770.47
SE,SUDESTE,2018-08-10,784.9,768.68,794.14,794.14
SE,SUDESTE,2018-08-17,757.84,735.24,770.73,770.73
SE,SUDESTE,2018-08-24,763.67,742.62,775.67,775.67
SE,SUDESTE,2018-08-31,766.28,745.89,777.9,777.9
SE,SUDESTE,2018-09-07,472.16,463.24,479.02,479.02
SE,SUDESTE,2018-09-14,482.08,468.32,489.93,489.93
SE,SUDESTE,2018-09-21,478.94,462.14,488.51,488.51
SE,SUDESTE,2018-09-28,428.06,417.6,434.02,434.02
SE,SUDESTE,2018-10-05,387.03,380.86,390.54,390.54
SE,SUDESTE,2018-10-12,323.41,319.69,326.26,326.26
SE,SUDESTE,2018-10-19,267.3,257.63,272.82,272.82
SE,SUDESTE,2018-10-26,226.32,221.03,229.34,229.34
SE,SUDESTE,2018-11-02,136.81,134.83,138.33,138.33
SE,SUDESTE,2018-11-09,143.93,140.79,145.69,145.69
SE,SUDESTE,2018-11-16,114.48,112.98,115.63,115.63
SE,SUDESTE,2018-11-23,113.4,110.59,115.0,115.0
SE,SUDESTE,2018-11-30,96.9,95.22,97.85,97.85
SE,SUDESTE,2018-12-07,54.14,53.57,54.46,54.46
SE,SUDESTE,2018-12-14,62.19,61.6,62.53,62.53
SE,SUDESTE,2018-12-21,73.69,72.23,74.52,74.52
SE,SUDESTE,2018-12-28,81.73,80.51,82.66,82.66
SE,SUDESTE,2019-01-04,139.45,136.5,142.67,144.07
SE,SUDESTE,2019-01-11,140.97,138.69,142.52,143.87
SE,SUDESTE,2019-01-18,169.2,166.91,170.62,172.26
SE,SUDESTE,2019-01-25,184.3,181.96,184.8,188.53
SE,SUDESTE,2019-02-01,346.45,342.19,347.32,354.18
SE,SUDESTE,2019-02-08,462.48,454.3,469.38,471.32
SE,SUDESTE,2019-02-15,527.95,517.74,535.09,540.67
SE,SUDESTE,2019-02-22,464.54,455.12,472.18,475.29
SE,SUDESTE,2019-03-01,360.75,355.64,362.86,368.82
SE,SUDESTE,2019-03-08,258.44,255.22,262.26,263.1
SE,SUDESTE,2019-03-15,258.55,254.44,260.7,264.49
SE,SUDESTE,2019-03-22,199.26,191.08,205.77,208.54
SE,SUDESTE,2019-03-29,237.34,232.67,241.68,241.92
SE,SUDESTE,2019-04-05,204.09,199.47,208.32,208.63
SE,SUDESTE,2019-04-12,176.95,172.31,181.17,181.18
SE,SUDESTE,2019-04-19,182.01,178.74,185.13,186.72
SE,SUDESTE,2019-04-26,164.89,160.83,168.57,168.59
SE,SUDESTE,2019-05-03,136.69,133.35,139.03,141.72
SE,SUDESTE,2019-05-10,158.99,154.1,160.96,164.03
SE,SUDESTE,2019-05-17,87.0,83.75,89.07,89.92
SE,SUDESTE,2019-05-24,124.37,120.95,125.6,127.98
SE,SUDESTE,2019-05-31,117.54,113.49,118.62,122.02
SE,SUDESTE,2019-06-07,0.0,0.0,0.0,0.0
SE,SUDESTE,2019-06-14,0.0,0.0,0.0,0.0
SE,SUDESTE,2019-06-21,69.7,69.02,70.45,70.45
SE,SUDESTE,2019-06-28,122.4,119.42,124.81,124.81
SE,SUDESTE,2019-07-05,164.19,162.32,165.7,165.7
SE,SUDESTE,2019-07-12,172.23,169.53,174.21,174.52
SE,SUDESTE,2019-07-19,169.94,166.18,172.98,172.98
SE,SUDESTE,2019-07-26,180.59,177.71,182.91,182.91
SE,SUDESTE,2019-08-02,218.91,214.26,222.66,222.66
SE,SUDESTE,2019-08-09,228.08,223.92,231.43,231.43
SE,SUDESTE,2019-08-16,224.92,220.77,228.03,228.4
SE,SUDESTE,2019-08-23,231.36,227.18,234.55,234.84
SE,SUDESTE,2019-08-30,238.27,233.37,241.95,242.37
SE,SUDESTE,2019-09-06,195.35,192.65,197.8,197.8
SE,SUDESTE,2019-09-13,203.11,198.28,207.51,207.51
SE,SUDESTE,2019-09-20,220.24,217.39,222.83,222.83
SE,SUDESTE,2019-09-27,224.57,220.76,228.04,228.04
SE,SUDESTE,2019-10-04,229.61,224.98,233.81,233.81
SE,SUDESTE,2019-10-11,259.49,254.97,263.6,263.6
SE,SUDESTE,2019-10-18,262.72,256.84,268.06,268.06
SE,SUDESTE,2019-10-25,265.13,260.38,269.45,269.45
SE,SUDESTE,2019-11-01,309.28,304.41,313.7,313.7
SE,SUDESTE,2019-11-08,333.92,328.04,339.53,339.53
SE,SUDESTE,2019-11-15,304.78,301.22,307.98,311.26
SE,SUDESTE,2019-11-22,323.3,318.14,326.65,330.01
SE,SUDESTE,2019-11-29,314.8,312.69,316.81,316.81
SE,SUDESTE,2019-12-06,233.26,231.67,234.78,234.78
SE,SUDESTE,2019-12-13,215.25,214.0,216.44,216.44
SE,SUDESTE,2019-12-20,226.76,225.44,228.02,228.02
SE,SUDESTE,2019-12-27,193.28,192.23,194.65,194.65
SE,SUDESTE,2020-01-03,287.31,284.15,291.06,291.9
SE,SUDESTE,2020-01-10,361.62,357.22,364.4,367.43
SE,SUDESTE,2020-01-17,263.04,258.53,265.58,269.37
SE,SUDESTE,2020-01-24,349.15,345.16,350.91,355.32
SE,SUDESTE,2020-01-31,318.05,313.2,321.8,323.68
SE,SUDESTE,2020-02-07,186.86,184.34,188.24,190.43
SE,SUDESTE,2020-02-14,145.56,143.5,146.46,148.75
SE,SUDESTE,2020-02-21,141.62,137.72,145.15,145.57
SE,SUDESTE,2020-02-28,140.51,137.76,142.85,145.65
SE,SUDESTE,2020-03-06,53.84,52.3,55.01,55.65
SE,SUDESTE,2020-03-13,87.91,84.83,90.06,91.76
SE,SUDESTE,2020-03-20,99.08,96.25,101.73,101.85
SE,SUDESTE,2020-03-27,101.8,97.76,105.34,106.0
SE,SUDESTE,2020-04-03,0.0,0.0,0.0,0.0
SE,SUDESTE,2020-04-10,0.08,0.0,0.17,0.18
SE,SUDESTE,2020-04-17,0.05,0.0,0.09,0.1
SE,SUDESTE,2020-04-24,0.0,0.0,0.0,0.0
SE,SUDESTE,2020-05-01,0.0,0.0,0.0,0.0
SE,SUDESTE,2020-05-08,25.82,0.0,45.87,47.06
SE,SUDESTE,2020-05-15,42.39,0.0,75.34,77.26
SE,SUDESTE,2020-05-22,80.13,72.97,84.72,86.55
SE,SUDESTE,2020-05-29,91.87,80.85,100.04,101.15
SE,SUDESTE,2020-06-05,102.42,92.12,110.27,110.98
SE,SUDESTE,2020-06-12,112.53,108.25,116.73,117.57
SE,SUDESTE,2020-06-19,125.44,120.91,128.04,129.68
SE,SUDESTE,2020-06-26,116.4,112.62,118.39,120.02
SE,SUDESTE,2020-07-03,94.47,92.95,95.31,95.92
SE,SUDESTE,2020-07-10,81.88,81.2,82.32,82.48
SE,SUDESTE,2020-07-17,83.71,82.66,84.51,84.58
SE,SUDESTE,2020-07-24,88.05,87.01,88.76,88.96
SE,SUDESTE,2020-07-31,91.42,90.15,91.95,92.72
SE,SUDESTE,2020-08-07,90.75,88.94,91.19,92.76
SE,SUDESTE,2020-08-14,99.51,98.31,100.31,100.56
SE,SUDESTE,2020-08-21,90.21,88.98,90.98,91.33
SE,SUDESTE,2020-08-28,54.81,52.96,55.99,56.48
SE,SUDESTE,2020-09-04,63.45,62.17,64.31,64.79
SE,SUDESTE,2020-09-11,70.47,69.39,71.1,72.4
SE,SUDESTE,2020-09-18,83.66,82.23,84.08,85.64
SE,SUDESTE,2020-09-25,98.3,96.39,99.26,100.62
SE,SUDESTE,2020-10-02,168.74,165.05,171.01,172.93
SE,SUDESTE,2020-10-09,262.04,256.42,266.42,267.7
SE,SUDESTE,2020-10-16,282.62,277.28,285.81,292.03
SE,SUDESTE,2020-10-23,318.74,309.45,327.19,327.19
SE,SUDESTE,2020-10-30,318.62,309.38,326.83,327.15
SE,SUDESTE,2020-11-06,368.03,360.96,376.07,378.24
SE,SUDESTE,2020-11-13,630.47,618.88,639.9,643.37
SE,SUDESTE,2020-11-20,475.62,468.41,479.96,485.43
SE,SUDESTE,2020-11-27,617.02,601.96,631.37,631.37
SE,SUDESTE,2020-12-04,744.43,737.43,747.64,755.09
SE,SUDESTE,2020-12-11,214.75,210.8,218.51,218.51
SE,SUDESTE,2020-12-18,262.84,258.36,266.39,267.93
SE,SUDESTE,2020-12-25,189.61,186.27,193.28,194.83
SE,SUDESTE,2021-01-01,220.72,217.91,223.72,225.22
SE,SUDESTE,2021-01-08,281.49,277.75,284.02,286.24
SE,SUDESTE,2021-01-15,361.74,357.22,365.18,367.07
SE,SUDESTE,2021-01-22,223.7,221.57,224.11,227.61
SE,SUDESTE,2021-01-29,177.73,175.2,180.04,180.25
SE,SUDESTE,2021-02-05,148.01,146.09,148.9,150.91
SE,SUDESTE,2021-02-12,179.93,175.81,183.44,184.34
SE,SUDESTE,2021-02-19,166.42,165.0,168.02,168.56
SE,SUDESTE,2021-02-26,175.74,173.18,178.18,178.2
SE,SUDESTE,2021-03-05,134.84,131.23,137.86,138.76
SE,SUDESTE,2021-03-12,81.27,78.96,83.48,83.48
SE,SUDESTE,2021-03-19,133.41,129.98,136.16,137.27
SE,SUDESTE,2021-03-26,139.33,135.74,142.27,143.31
SE,SUDESTE,2021-04-02,106.11,102.75,109.64,111.23
SE,SUDESTE,2021-04-09,157.67,149.62,164.28,165.53
SE,SUDESTE,2021-04-16,131.7,114.87,145.54,148.11
SE,SUDESTE,2021-04-23,164.9,144.97,187.13,190.74
SE,SUDESTE,2021-04-30,162.29,143.2,177.29,181.45
SE,SUDESTE,2021-05-07,173.48,74.97,249.92,254.57
SE,SUDESTE,2021-05-14,172.56,85.72,239.85,244.1
SE,SUDESTE,2021-05-21,220.13,195.29,238.23,241.22
SE,SUDESTE,2021-05-28,287.26,246.26,315.02,323.25
SE,SUDESTE,2021-06-04,325.11,308.06,340.53,346.09
SE,SUDESTE,2021-06-11,431.24,398.92,455.05,458.54
SE,SUDESTE,2021-06-18,434.26,423.62,440.52,444.12
SE,SUDESTE,2021-06-25,682.22,660.11,699.68,700.26
SE,SUDESTE,2021-07-02,944.55,930.43,951.45,958.41
SE,SUDESTE,2021-07-09,957.12,941.81,967.12,970.77
SE,SUDESTE,2021-07-16,1030.55,1012.42,1037.51,1049.38
SE,SUDESTE,2021-07-23,1109.51,1088.46,1119.49,1130.34
SE,SUDESTE,2021-07-30,1239.0,1196.58,1268.24,1275.95
SE,SUDESTE,2021-08-06,2540.18,2464.64,2596.82,2603.45
SE,SUDESTE,2021-08-13,2901.0,2826.43,2953.62,2965.27
SE,SUDESTE,2021-08-20,3044.45,2995.74,3069.18,3091.73
SE,SUDESTE,2021-08-27,2449.89,2381.73,2496.05,2509.7
SE,SUDESTE,2021-09-03,1027.43,1003.62,1048.07,1048.07
SE,SUDESTE,2021-09-10,1261.35,1241.69,1283.93,1286.25
SE,SUDESTE,2021-09-17,868.3,855.6,879.52,880.08
SE,SUDESTE,2021-09-24,712.8,698.14,718.88,731.65
SE,SUDESTE,2021-10-01,533.36,524.52,541.4,541.41
SE,SUDESTE,2021-10-08,426.2,419.01,430.22,434.66
SE,SUDESTE,2021-10-15,198.74,196.83,200.76,201.32
SE,SUDESTE,2021-10-22,172.6,170.44,173.82,175.12
SE,SUDESTE,2021-10-29,161.01,159.02,162.81,162.81
SE,SUDESTE,2021-11-05,94.09,93.67,94.22,95.15
SE,SUDESTE,2021-11-12,99.64,98.41,100.41,101.27
SE,SUDESTE,2021-11-19,68.91,68.4,69.18,70.09
SE,SUDESTE,2021-11-26,88.23,87.24,88.9,89.47
SE,SUDESTE,2021-12-03,41.61,41.18,41.84,42.23
SE,SUDESTE,2021-12-10,56.65,56.13,57.01,57.29
SE,SUDESTE,2021-12-17,84.57,83.43,85.19,86.19
SE,SUDESTE,2021-12-24,63.66,63.11,64.19,64.19
SE,SUDESTE,2021-12-31,63.54,60.09,66.63,67.05
SE,SUDESTE,2022-01-07,66.62,64.12,68.65,69.2
SE,SUDESTE,2022-01-14,50.35,49.02,51.43,51.71
SE,SUDESTE,2022-01-21,61.77,59.77,63.29,63.93
SE,SUDESTE,2022-01-28,61.39,59.92,62.59,62.9
SE,SUDESTE,2022-02-04,13.25,12.84,13.59,13.65
SE,SUDESTE,2022-02-11,6.98,6.76,7.18,7.19
SE,SUDESTE,2022-02-18,10.19,9.59,10.62,10.86
SE,SUDESTE,2022-02-25,11.59,10.43,12.52,12.79
SE,SUDESTE,2022-03-04,10.03,9.7,10.35,10.53
SE,SUDESTE,2022-03-11,12.08,11.7,12.43,12.43
SE,SUDESTE,2022-03-18,13.2,12.9,13.42,13.53
SE,SUDESTE,2022-03-25,11.94,11.57,12.24,12.32
SE,SUDESTE,2022-04-01,42.32,40.87,43.29,44.0
SE,SUDESTE,2022-04-08,40.15,38.62,41.54,41.55
SE,SUDESTE,2022-04-15,6.48,0.0,14.09,14.55
SE,SUDESTE,2022-04-22,26.83,26.18,27.4,27.83
SE,SUDESTE,2022-04-29,32.22,31.14,32.94,33.41
SE,SUDESTE,2022-05-06,20.36,19.33,21.01,21.29
SE,SUDESTE,2022-05-13,15.13,8.77,20.11,20.35
SE,SUDESTE,2022-05-20,40.92,40.18,40.95,41.84
SE,SUDESTE,2022-05-27,42.28,41.93,42.44,42.62
SE,SUDESTE,2022-06-03,39.5,38.97,39.51,40.16
SE,SUDESTE,2022-06-10,57.89,57.18,57.97,58.74
SE,SUDESTE,2022-06-17,50.17,49.61,50.29,51.13
SE,SUDESTE,2022-06-24,50.08,49.0,50.88,50.98
SE,SUDESTE,2022-07-01,45.35,45.09,45.3,45.71
SE,SUDESTE,2022-07-08,55.86,55.39,56.1,56.31
SE,SUDESTE,2022-07-15,56.96,55.89,57.52,57.98
SE,SUDESTE,2022-07-22,66.81,65.42,67.78,68.01
SE,SUDESTE,2022-07-29,72.01,70.97,72.67,72.96
SE,SUDESTE,2022-08-05,98.67,97.69,99.23,99.58
SE,SUDESTE,2022-08-12,91.12,90.06,91.31,92.35
SE,SUDESTE,2022-08-19,70.65,68.98,71.39,72.33
SE,SUDESTE,2022-08-26,51.65,50.38,52.18,52.94
SE,SUDESTE,2022-09-02,50.19,49.41,50.67,50.97
SE,SUDESTE,2022-09-09,36.98,36.3,37.65,37.93
SE,SUDESTE,2022-09-16,44.28,42.97,45.22,45.66
SE,SUDESTE,2022-09-23,40.81,39.62,41.49,42.21
SE,SUDESTE,2022-09-30,36.0,35.18,36.46,36.95
SE,SUDESTE,2022-10-07,10.21,9.97,10.39,10.46
SE,SUDESTE,2022-10-14,4.12,4.08,4.15,4.18
SE,SUDESTE,2022-10-21,3.02,2.94,3.08,3.09
SE,SUDESTE,2022-10-28,3.57,3.49,3.64,3.64
SE,SUDESTE,2022-11-04,0.0,0.0,0.0,0.0
SE,SUDESTE,2022-11-11,0.0,0.0,0.0,0.0
SE,SUDESTE,2022-11-18,0.0,0.0,0.0,0.0
SE,SUDESTE,2022-11-25,0.0,0.0,0.0,0.0
SE,SUDESTE,2022-12-02,0.07,0.07,0.07,0.07
SE,SUDESTE,2022-12-09,0.03,0.03,0.03,0.03
SE,SUDESTE,2022-12-16,0.01,0.01,0.01,0.01
SE,SUDESTE,2022-12-23,0.01,0.01,0.01,0.01
SE,SUDESTE,2022-12-30,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-01-06,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-01-13,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-01-20,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-01-27,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-02-03,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-02-10,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-02-17,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-02-24,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-03-03,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-03-10,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-03-17,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-03-24,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-03-31,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-04-07,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-04-14,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-04-21,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-04-28,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-05-05,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-05-12,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-05-19,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-05-26,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-06-02,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-06-09,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-06-16,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-06-23,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-06-30,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-07-07,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-07-14,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-07-21,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-07-28,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-08-04,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-08-11,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-08-18,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-08-25,0.0,0.0,0.0,0.0
SE,SUDESTE,2023-09-01,0.0,0.0,0.0,0.0
